,Names,Age,Total_Purchase,Account_Manager,Years,Num_Sites,Onboard_date,Location,Company,Churn,Tenure_year,Years_x_Num_Sites,Log_Total_Purchase
421,Abigail Gonzalez,55.0,8243.28,0,3.54,6.0,2014-09-01 19:52:37,"325 Lawrence Crossing Suite 269 South Josephhaven, OK 53193-5178",Nelson PLC,0,Mid,21.240000000000002,9.017274905528682
422,Christina Martin,51.0,10269.97,1,4.85,8.0,2007-09-08 12:55:22,"43807 Barnes Bridge Lake Richardport, AR 10206-6207","Carroll, Green and Jones",0,Mid,38.8,9.23707674831644
423,Robert Adams,38.0,13366.66,1,5.64,7.0,2008-10-06 21:06:16,"675 David Bypass Suite 331 West Andrea, VA 63193",Powers Ltd,0,Mid,39.48,9.50059363607985
424,Megan Avila,40.0,12401.58,1,5.75,9.0,2013-11-18 16:25:52,Unit 6546 Box 3116 DPO AE 29548,"Roberts, Edwards and Young",0,Mid,51.75,9.425659794466839
425,Ann White,43.0,8950.33,0,6.76,9.0,2008-06-25 00:45:14,"91968 Pena Stream Apt. 094 New Justin, GU 24101",Hancock LLC,0,Old,60.839999999999996,9.099557403580471
426,Dr. Lauren Brown,41.0,10806.13,1,4.0,6.0,2010-01-27 13:34:33,"964 Long Road Suite 539 New Sharonmouth, ID 56171-3878",Morales PLC,0,Mid,24.0,9.287961380471122
427,Shane Jones,38.0,7713.12,1,5.41,9.0,2016-02-15 15:45:14,"PSC 2239, Box 8378 APO AA 67843",Wise Inc,0,Mid,48.69,8.950807694778886
428,Amanda Moore,40.0,12455.75,1,6.64,9.0,2010-03-01 06:33:40,"356 Vickie Vista North Michaelstad, WA 26856","Green, Jackson and Green",0,Old,59.76,9.430017923647219
429,Daniel Thompson,33.0,7492.9,0,6.71,7.0,2009-10-13 17:35:31,"243 Laura Gateway Mitchellport, FL 53705-6256",Maldonado-Goodwin,0,Old,46.97,8.921844635256061
430,Andrew Moreno,43.0,12068.39,1,3.59,7.0,2008-03-28 21:32:43,"60669 Rivera Lights Suite 982 Michaelside, AK 96751",Williams Group,0,Mid,25.13,9.398427774289194
431,Catherine Lucas,40.0,7837.67,1,5.66,11.0,2009-05-18 15:10:36,"979 Joel Run Suite 561 Darlenetown, WA 27272",Andrade-Cook,0,Mid,62.260000000000005,8.966824456096333
432,Natalie Williams,45.0,9721.59,0,3.43,9.0,2006-07-24 16:11:01,"5605 Dunn Union Suite 923 Shanefort, IL 28178-4110",Nguyen Ltd,0,Mid,30.87,9.182207322865432
433,Mark Gordon,41.0,10028.23,1,5.52,9.0,2007-11-25 17:41:30,"56171 Hunt Fall Herreratown, OR 59549",Cole-Johnson,0,Mid,49.67999999999999,9.21325910831811
434,Mrs. Ashley Guerra,34.0,10466.56,0,5.34,7.0,2016-07-11 08:01:15,"3314 Lisa Row Suite 484 Port Stephanieview, KY 15941-8359",Garza PLC,0,Mid,37.379999999999995,9.256036229904575
435,Emily Roberson,36.0,12879.7,0,4.7,9.0,2013-08-07 19:24:53,"41199 Welch Stravenue Apt. 518 South Crystalshire, IA 58998-2407",Clements-Summers,0,Mid,42.300000000000004,9.463485346007642
436,Matthew Lane,49.0,13078.28,1,4.06,8.0,2008-02-22 10:20:36,"59446 Kaufman Trace East Josephburgh, HI 36514","Carter, Brown and Richards",0,Mid,32.48,9.47878457762455
437,Darren Brown,49.0,11584.59,1,4.84,6.0,2010-05-28 21:29:01,"080 Amber Village Apt. 472 Schroederbury, AZ 32357",Hall PLC,0,Mid,29.04,9.357517363493734
438,Alyssa Harper DDS,45.0,9874.69,1,2.41,9.0,2006-04-09 07:20:52,"63593 Hector Mission South Williambury, IA 79862-2416",Garza-Alexander,0,New,21.69,9.197831460746011
439,Jennifer Wood,48.0,11585.16,0,4.61,9.0,2012-03-13 03:24:04,Unit 5568 Box 1967 DPO AE 15638,"Gray, Campbell and Chandler",0,Mid,41.49,9.357566561331629
440,Taylor Grant,39.0,10643.67,0,5.54,10.0,2015-05-16 14:20:40,Unit 2836 Box 5288 DPO AP 28958-4427,Barnett-Herrera,0,Mid,55.4,9.272814576377352
441,Ryan Brown,34.0,12397.49,0,4.93,9.0,2016-01-24 10:04:25,"91641 Wright Views Stephenstad, MT 83238-3650","Gutierrez, Garcia and Miller",0,Mid,44.37,9.425329969984501
442,Peggy Allison,40.0,10780.71,1,5.33,9.0,2016-12-03 23:44:45,"913 David Mall Hooperburgh, MT 76387",Nelson-Murray,0,Mid,47.97,9.285606458970241
443,Douglas Acosta,40.0,8801.13,0,7.52,6.0,2016-05-26 20:27:02,"81459 Sarah Brook Suite 370 Lake Michael, MA 20035-7310","Clayton, Ferrell and Gaines",0,Old,45.12,9.082749016632569
444,Victoria Hughes,45.0,7325.93,1,6.0,6.0,2009-05-16 11:03:26,"0918 Taylor Trail Apt. 385 West Caleb, ND 20637-7455","Douglas, Briggs and Sawyer",0,Mid,36.0,8.899311880408854
445,Michael Knox,36.0,7342.14,0,5.51,8.0,2015-08-10 18:55:05,"0115 Carter Camp Suite 403 New Andreashire, OK 92778",Scott and Sons,0,Mid,44.08,8.90152182304679
446,Laura Wright,37.0,12154.25,1,5.15,6.0,2015-06-17 23:25:47,"9534 Dodson Streets North James, TX 66878","Cunningham, Jackson and Schultz",0,Mid,30.900000000000002,9.405516454206339
447,Alexandra Phillips,32.0,9472.72,1,1.0,10.0,2009-03-26 05:25:30,"078 Ortega Vista Lake Gabriella, OK 18890-5973","Smith, Harris and Black",0,New,10.0,9.156276928476549
448,Lori Medina,39.0,3676.68,1,3.52,9.0,2008-07-16 11:36:45,"PSC 1874, Box 9238 APO AP 68299","Garcia, Hansen and Austin",0,Mid,31.68,8.2100373975728
449,Kristin Davis,50.0,6857.29,0,4.69,6.0,2014-08-07 19:50:15,"090 Sara Track Apt. 195 Mooremouth, MP 50670","Gonzalez, Castro and Martinez",0,Mid,28.14,8.833213418509692
450,John Richardson,52.0,10133.36,0,4.6,7.0,2014-02-24 17:27:19,"77435 Christopher Union Apt. 871 New Christophermouth, MA 95513-2675",Martinez Inc,0,Mid,32.199999999999996,9.223686909383579
451,Daniel Brown,51.0,4992.6,0,3.85,8.0,2016-12-02 22:38:03,"701 Alan Corners Port George, KY 15579-3799",Mosley Ltd,0,Mid,30.8,8.515912371516515
452,Eugene Rowe,50.0,12941.12,1,5.51,11.0,2015-06-23 09:54:27,"45548 Henderson Islands Bakerside, WV 92882-7688",Powell-Parker,0,Mid,60.61,9.468242387711452
453,Cody Middleton,36.0,11040.16,0,4.52,8.0,2010-04-14 22:03:19,"86871 Jimenez Crest Suite 849 East Bruce, MO 68426-6342",Lawrence and Sons,0,Mid,36.16,9.30938538677513
454,Kevin Chapman,35.0,8058.73,0,6.88,9.0,2016-02-29 18:23:40,"40094 Manning Pass Travisburgh, MT 80542",Ortega Group,0,Old,61.92,8.994635336180274
455,Margaret Moore,44.0,10638.65,0,5.54,6.0,2010-04-06 03:04:12,"2556 Grant Points New Christopherton, CA 76121-6565",Wright PLC,0,Mid,33.24,9.27234286761775
456,Edwin Young,49.0,10226.43,0,6.02,8.0,2014-02-27 10:46:12,"6467 Brett Dam Houstonchester, DE 13162","Graham, Jones and Gonzalez",0,Old,48.16,9.232828605487782
457,Teresa Bean,38.0,12020.62,0,4.41,8.0,2007-02-14 00:56:53,"4962 Christian Squares North Belinda, OK 98156-7957",Garza LLC,0,Mid,35.28,9.39446197438219
458,Justin Moore,51.0,12780.22,0,6.06,7.0,2015-04-04 11:06:11,"7790 Paul Street Sandraside, AR 55085","Callahan, Miller and Wallace",0,Old,42.419999999999995,9.455732185034194
459,Sarah Morgan,51.0,6662.59,1,5.27,9.0,2009-03-10 09:42:47,"2458 Tyler Flats Suite 696 Rebeccaburgh, VA 79274",Braun-Cook,0,Mid,47.42999999999999,8.804413657344119
460,Amanda Hernandez,38.0,10298.29,1,5.07,9.0,2015-05-31 21:15:18,"4792 Amy Wall Apt. 296 Olsenchester, VA 69141-5857","Barry, Brown and Smith",0,Mid,45.63,9.23983023980297
461,Tammy Williams,52.0,9065.28,0,3.99,5.0,2009-12-13 18:17:02,"6720 Barbara Square Christopherchester, UT 54226",Lawrence-Johnson,0,Mid,19.950000000000003,9.112317315647743
462,Lawrence Gordon,44.0,8817.22,1,6.53,10.0,2009-09-23 09:35:38,"4041 Wise River Suite 828 West Todd, AR 08725-4767","Austin, Roberts and Cox",0,Old,65.3,9.084575314574682
463,Jodi Thompson,35.0,11391.46,1,7.59,10.0,2011-12-28 11:02:25,"4379 Sandoval Stravenue Suite 998 New Ryanberg, NM 05443-2529",Soto PLC,0,Old,75.9,9.340707012050022
464,Michelle Roberts,43.0,12531.39,0,3.97,6.0,2013-04-28 05:02:18,"5351 Ford Pike Apt. 399 Ericshire, IA 72849-0011",Marshall-Ho,0,Mid,23.82,9.436071771919805
465,Colton Foster,43.0,9200.69,1,2.6,11.0,2012-12-25 06:18:00,"01690 Andrews Park Wrightville, IN 00886","Jennings, Stout and Spencer",0,New,28.6,9.127142441819325
466,John Gardner,52.0,13368.21,1,4.09,9.0,2006-12-23 18:35:26,"16214 Henry Mission Pearsonside, PR 88434","Sherman, Lopez and Moran",0,Mid,36.81,9.500709580840903
467,Holly Flores,47.0,15878.11,1,2.05,8.0,2012-05-21 12:56:15,"37362 Anthony Corner Suite 462 Port Saraton, ND 49109-1547",Reyes-Crawford,0,New,16.4,9.672759687890478
468,William Branch,33.0,7720.61,1,4.97,10.0,2012-04-16 07:05:14,"90937 Andres Springs Apt. 164 Lindaland, TX 51026-5011",Mullen and Sons,0,Mid,49.699999999999996,8.951778170498253
469,Patricia Mckinney,34.0,9270.9,0,6.19,7.0,2007-04-29 18:47:02,"04146 Ronnie Mission Suite 310 Nicoleshire, CT 39413-3387","Lewis, Green and Garcia",0,Old,43.330000000000005,9.134743599801807
470,Brandon Compton,44.0,8274.32,0,5.7,8.0,2016-07-21 02:39:27,"202 Richard Extensions Apt. 994 Pamelachester, IL 73985-9604",Sanchez-Cardenas,0,Mid,45.6,9.021032870192435
471,Monica Hernandez,38.0,9347.47,0,8.47,8.0,2006-01-23 16:23:17,"8151 Ross Gardens Apt. 699 Randallton, NM 53386-6929",Finley-Moore,0,Old,67.76,9.142967972529206
472,Kathryn Petersen,40.0,12453.72,1,4.83,9.0,2006-03-10 09:45:00,"4030 Sullivan Viaduct Apt. 877 Lake Anthony, VT 89429",Nguyen-Wright,0,Mid,43.47,9.429854946512227
473,Shelia Phillips,39.0,8644.07,1,4.48,8.0,2016-05-14 14:37:08,"451 David Vista Apt. 799 Danielsview, ND 69312",Norman-Holloway,0,Mid,35.84,9.0647444952506
474,Sally Smith,45.0,11575.84,0,5.51,9.0,2012-02-08 09:18:11,"75262 Robert Centers Apt. 728 Vanessaside, TX 96244-2416",Webb PLC,0,Mid,49.589999999999996,9.356761829604048
475,Joshua Huff,49.0,8268.74,1,5.21,8.0,2009-01-19 04:53:55,"064 Laurie Manor Suite 944 East Jimmy, IN 53776","Rivera, Perkins and Brown",0,Mid,41.68,9.02035834858761
476,Daniel Washington,54.0,12147.83,1,4.17,8.0,2013-05-14 16:58:55,"1537 Mccullough Canyon Rodriguezview, AZ 74625-8762",Reeves-Scott,0,Mid,33.36,9.404988147835612
477,Joseph Anderson,48.0,8093.03,1,4.26,8.0,2016-12-10 23:20:12,"1317 Mcdaniel Plaza Suite 219 Colleenview, TX 81040-7425",Ingram LLC,0,Mid,34.08,8.998882031878164
478,Kylie Reynolds,28.0,9090.43,1,5.74,10.0,2014-06-18 00:45:51,"118 Natalie Islands Apt. 040 Lake Elizabeth, CO 60710",Cruz and Sons,0,Mid,57.400000000000006,9.115087490530275
479,Chelsea Marsh,41.0,9552.57,0,3.81,8.0,2015-05-02 06:36:19,"854 James Ranch Smithfort, WA 12954",Wright-Olson,0,Mid,30.48,9.164670185610273
480,Carlos Miller,47.0,9004.44,0,3.79,8.0,2015-08-03 08:03:14,"506 Arnold Greens Apt. 335 South Kyleton, DC 78683",Weaver Inc,0,Mid,30.32,9.105584118159836
481,Lindsey Adams,46.0,14361.38,0,4.52,8.0,2008-07-20 08:40:26,"283 Mccarthy Fork Hubbardfort, PW 58105-7552",Morris-Williams,0,Mid,36.16,9.572367567030723
482,Jerry Nguyen,36.0,8972.54,0,5.23,8.0,2009-06-16 04:20:31,"059 Angela Manor Latashaburgh, ID 26923-6555",Glenn-Nguyen,0,Mid,41.84,9.102035526028907
483,Mark Ingram,44.0,11611.28,0,5.8,11.0,2007-01-12 21:35:58,"5035 Donald Points Suite 375 West Shirleyhaven, TN 41021",Smith-Lewis,0,Mid,63.8,9.359818437840373
484,Casey Hess,43.0,9399.92,1,4.98,8.0,2014-07-08 07:57:26,"132 Angela Station Suite 770 Hillfort, LA 66223-8625",David-Woods,0,Mid,39.84,9.148562835809336
485,Gary Odom,37.0,7982.38,1,4.29,8.0,2009-01-15 17:39:15,"0349 Kimberly Ridges Michaelburgh, AK 08955",Moran Inc,0,Mid,34.32,8.985117159665348
486,John Snyder,36.0,6930.95,0,5.19,7.0,2013-01-06 17:31:57,"271 Rachel Village Westport, MT 33566-5694",Hardin Group,0,Mid,36.330000000000005,8.84389643788392
487,Karen Wade,38.0,11667.01,0,3.8,8.0,2015-10-21 23:30:18,"726 Jackson Lakes Apt. 693 Kennethshire, NM 58470-9850",Mitchell-Clark,0,Mid,30.4,9.364606188032154
488,Kathleen Salazar,31.0,5387.75,0,6.83,9.0,2008-07-02 09:54:03,"226 Zimmerman Haven Suite 223 Lake Jennifer, IN 39817",Morales-Miles,0,Old,61.47,8.592068726061344
489,Mary Frank,33.0,10709.39,1,5.22,6.0,2006-02-02 12:29:48,"11007 Tara Plains Apt. 842 South Amy, AK 31218","Ellison, Pace and Vaughan",0,Mid,31.32,9.278969577344627
490,Lisa Reid,41.0,11623.42,1,4.18,9.0,2009-12-29 17:39:03,"499 Joshua Ramp Blankenshipmouth, AL 61436",Acosta PLC,0,Mid,37.62,9.360863336737768
491,Nathan Hammond,53.0,9683.85,0,5.89,8.0,2006-07-09 18:40:40,"731 Danielle Roads Suite 482 Lisaburgh, ME 92139","Smith, Burke and Gonzales",0,Mid,47.12,9.178318087853322
492,Theresa Terry,44.0,8819.13,1,4.38,10.0,2010-05-21 04:43:55,"2927 Butler Keys Suite 851 West Christophermouth, MS 35752-5027","Campbell, Moore and Garrett",0,Mid,43.8,9.08479188812124
493,John Jones,44.0,7736.13,1,4.48,8.0,2013-06-06 09:25:02,"2297 Jackson Island Robertsfort, NH 79212-4023",Day LLC,0,Mid,35.84,8.953786096786478
494,Teresa Smith,45.0,7158.66,1,6.25,7.0,2006-07-24 22:52:02,USCGC Fleming FPO AA 06534-5672,Villarreal-Ellis,0,Old,43.75,8.876217772793675
495,Heather Thompson,50.0,9248.87,0,4.56,9.0,2014-01-30 10:39:34,"896 Lewis Wells Martinezstad, MO 12686","Jacobs, Arnold and Schwartz",0,Mid,41.04,9.132364776353658
496,Melanie Cain,40.0,11916.26,0,4.51,7.0,2015-10-01 00:21:48,"3046 Harrison Plains Montgomeryberg, ID 86180",Sims and Sons,0,Mid,31.57,9.385743048424343
497,Kenneth Graham,50.0,9641.61,0,3.09,5.0,2010-09-06 21:23:11,"43996 Parks Spring Hooperland, TX 05090-6018",King-Atkinson,0,Mid,15.45,9.173947097847234
498,Abigail Jennings,36.0,12309.23,1,4.76,9.0,2012-11-03 17:10:26,USS Mcgrath FPO AP 33786-7308,"Simpson, Byrd and Miller",0,Mid,42.839999999999996,9.418185903000706
499,Andrea Ford,40.0,11362.95,0,4.37,11.0,2010-08-10 22:11:05,"2519 Martin Ports Suite 635 Martinport, AL 55438",Patton Group,0,Mid,48.07,9.338201343105196
500,Johnathan Gonzalez,56.0,10074.4,1,5.17,7.0,2009-10-30 02:30:39,Unit 2030 Box 0281 DPO AE 67952-0118,Dixon PLC,0,Mid,36.19,9.217852088260022
501,Katie Khan,40.0,10762.29,0,5.02,7.0,2015-08-02 22:43:00,"05418 Smith Brooks Richardfurt, DE 40166-1384","Gutierrez, Jones and Winters",0,Mid,35.14,9.283896549061861
502,Michelle Johnson,30.0,8874.83,0,5.56,9.0,2006-11-10 07:09:44,"844 Charles Circles Suite 483 Davisborough, MH 73164-8781","Anderson, Miller and Wilson",0,Mid,50.04,9.091087131097549
503,Hannah Best,51.0,5830.99,0,6.93,6.0,2011-09-21 20:54:11,"PSC 5882, Box 7573 APO AA 41758-4009",Cantrell-Paul,0,Old,41.58,8.671113559009383
504,David Morrison,35.0,8297.87,0,5.42,8.0,2009-11-30 06:01:06,"7000 Jack Lights Suite 115 Owensfurt, TN 18961-6571","Carpenter, Johnson and Krueger",0,Mid,43.36,9.023874639937862
505,Cindy Olson,33.0,5738.82,0,7.66,7.0,2014-02-08 09:05:53,"423 Victoria Plain Suite 444 Brennanland, AL 79485-6882",Mann Ltd,0,Old,53.620000000000005,8.655183129936894
506,John Jackson,41.0,11655.82,1,7.92,9.0,2007-08-30 11:59:32,"5026 Susan Extension Apt. 261 South Thomas, UT 52610","Clark, Reid and Gardner",0,Old,71.28,9.36364669543491
507,Christine Livingston,47.0,7362.18,0,6.57,7.0,2012-09-20 08:19:58,"2871 Campbell Ports Davenportmouth, MN 38485","Sellers, Hendrix and Gonzales",0,Old,45.99,8.904247183627014
508,Mrs. Brittany Lopez,43.0,10938.11,0,3.21,8.0,2006-01-26 03:15:34,"2493 Robert Road South Denise, IA 86444",Brown-Weaver,0,Mid,25.68,9.300099719833012
509,Paula Willis,36.0,8514.8,1,4.01,11.0,2010-08-14 10:50:22,"8191 Lopez Prairie Apt. 038 Cookefurt, DE 64637-6065",Flores-Ochoa,0,Mid,44.11,9.049678540533266
510,Ryan Martin,34.0,8772.26,0,5.78,9.0,2014-02-14 14:40:14,"930 Carrie Harbor Suite 044 New Adamtown, MP 74903",Jones Inc,0,Mid,52.02,9.079463738073596
511,Roy Case,40.0,7656.02,1,5.62,9.0,2012-01-17 14:47:42,"PSC 1326, Box 7408 APO AA 41399-9709","Jennings, Gates and Villarreal",0,Mid,50.58,8.943378153098742
512,Henry Krueger,41.0,10375.39,0,5.54,8.0,2007-08-30 15:27:50,USNS Conway FPO AE 45887,Berg PLC,0,Mid,44.32,9.247288312028543
513,Jaime Padilla,46.0,7684.02,1,6.24,8.0,2011-04-26 19:04:22,"48403 Anderson Fields Apt. 103 New Jasonshire, NM 49852-3578",Richardson LLC,0,Old,49.92,8.947028258441659
514,Barry Gallagher,52.0,6805.48,1,6.05,9.0,2010-04-06 12:28:32,"35333 Carla Keys Robinsonchester, CA 02095",Butler PLC,0,Old,54.449999999999996,8.825630378580474
515,Andrew Young,30.0,6744.87,0,5.14,9.0,2014-10-04 03:33:41,"30316 Melissa Hills Apt. 368 Cynthiaborough, MN 06736",Morris LLC,0,Mid,46.26,8.816685744756994
516,Amy Henderson,31.0,10058.87,1,6.54,7.0,2011-07-02 17:54:22,"85837 Thomas Dam Nicholasview, MT 98793-4972",Knox-Davis,0,Old,45.78,9.216309521105027
517,Theresa Ford,40.0,9133.36,0,4.21,7.0,2015-01-19 23:48:25,"9885 Mills Dale Suite 830 West Wendyton, WA 46448",Thornton Inc,0,Mid,29.47,9.119798406149785
518,Donald Flores,46.0,11580.56,1,3.43,9.0,2014-09-05 04:48:30,"30890 Gloria Oval Friedmanshire, OK 78837-9606",Harris-Pratt,0,Mid,30.87,9.357169457079639
519,Sarah Schmidt,41.0,10631.84,1,3.47,9.0,2008-12-04 10:56:35,"461 Alexandria Station Kennethton, WY 83953","Thomas, Powers and Price",0,Mid,31.23,9.27170260404422
520,Melissa Hall,32.0,10716.75,0,5.12,8.0,2006-09-27 19:54:44,"550 Lindsay Bypass Suite 011 South Jamietown, MH 27730-3707","Bates, Montgomery and Rodriguez",0,Mid,40.96,9.27965652453551
521,Annette Taylor,41.0,10919.81,0,4.63,8.0,2013-07-04 23:27:11,"27767 Amy Curve Lake Daniel, NM 73021-5259",Zimmerman Group,0,Mid,37.04,9.298425422372182
522,Robert Allen,48.0,10241.32,1,7.25,7.0,2014-10-29 10:48:54,"510 Nicholas Island Suite 493 Buckchester, MO 58572-4430",Williams Ltd,0,Old,50.75,9.234283435432092
523,Jessica Howard,46.0,9171.56,1,5.02,8.0,2011-07-11 15:05:12,"8486 Brandon Fall Apt. 024 Matthewberg, SC 32892-2661",Mullins Ltd,0,Mid,40.16,9.123971697499949
524,Michael Lam,40.0,7675.52,1,4.31,11.0,2012-05-27 00:16:23,"63714 Sawyer Glens New Tonimouth, FL 73286-2490",Olson-Davis,0,Mid,47.41,8.945921598449562
525,Nancy Thompson,36.0,13308.01,0,5.07,8.0,2009-01-20 00:52:46,"847 Holly Loaf Apt. 839 East Nancyberg, DC 64194-2557",Garcia-Mckinney,0,Mid,40.56,9.496196528457526
526,Steve Lewis,37.0,7961.21,0,2.91,9.0,2014-12-06 12:47:15,"865 Mitchell Causeway Suite 183 Meredithshire, AR 80502-3040",Clarke-Gonzalez,0,New,26.19,8.982461878495034
527,Amanda Brown,32.0,12403.6,0,4.99,7.0,2008-05-30 03:35:34,"48681 Jensen Vista South Kevin, ND 80285",Hoffman Ltd,0,Mid,34.93,9.425822650543543
528,Danielle Morris,46.0,10814.59,0,4.91,8.0,2010-09-05 12:25:07,"773 Brenda Vista Jensenshire, CO 78345","Cooper, Cohen and Knight",0,Mid,39.28,9.28874389075953
529,Jessica Hernandez,31.0,8829.83,1,4.52,8.0,2006-02-02 21:26:07,"6113 Jerome Locks North Trevormouth, GA 25773",Hunt-Whitaker,0,Mid,36.16,9.08600428691549
530,Nicole Richards,52.0,7170.66,1,4.53,7.0,2014-11-05 16:14:02,"0667 Bennett Forge Ingramchester, VI 46819-7446",Fisher-Hamilton,0,Mid,31.71,8.877892427020146
531,Lauren Johnson,47.0,10332.16,1,4.89,9.0,2016-06-08 00:18:54,"2959 Amanda Plain Suite 180 Webbside, NY 47046","Davenport, Miller and Murphy",0,Mid,44.01,9.243113420464937
532,Wendy Moore,41.0,14722.35,0,6.98,6.0,2011-05-28 08:09:09,"8202 Jade Unions Suite 557 South Wesley, MS 12025",Walker-Harris,0,Old,41.88,9.59718994791186
533,Destiny Steele,39.0,13532.85,1,5.63,9.0,2010-11-13 11:16:01,"0784 Arnold Mountains Apt. 356 Thompsonview, IL 54999-9574",Hall LLC,0,Mid,50.67,9.51294923353288
534,Dakota Porter,41.0,7683.97,1,6.17,7.0,2007-08-23 19:38:19,"1005 Butler Manors Richardland, KS 45645-6252",Nguyen PLC,0,Old,43.19,8.947021752256553
535,Sara Campbell,47.0,6398.91,1,5.0,8.0,2013-02-16 16:40:14,"931 Soto Bridge Apt. 205 Michelleland, NM 64707-3332",Conner LLC,0,Mid,40.0,8.764039206748885
536,Manuel Hill,37.0,14595.51,1,3.83,12.0,2007-02-01 22:09:08,"7589 Munoz Mountain Port Gina, VI 08937-6155","Hill, Abbott and Wu",0,Mid,45.96,9.58853773802566
537,Douglas Lee,48.0,6783.99,1,3.89,8.0,2012-03-29 02:43:19,"088 Ayala Crossroad Lindafurt, MI 82946-5835","Jensen, Morton and Edwards",0,Mid,31.12,8.822468098428532
538,Charles Doyle,35.0,8190.27,0,6.28,7.0,2012-07-03 17:36:31,Unit 1897 Box 1607 DPO AE 86804,Smith-Carroll,0,Old,43.96,9.010824231980514
539,Rebecca Hamilton,45.0,9317.12,1,6.93,6.0,2013-12-16 07:56:06,"75047 Jones Ports Apt. 238 Port Zacharymouth, HI 02693",Lee-Roman,0,Old,41.58,9.139716170593882
540,Dominique Kemp,40.0,10370.72,1,4.35,5.0,2016-03-28 02:06:48,"478 James Spurs North Thomas, MT 77158-1870",Richardson Inc,0,Mid,21.75,9.246838150536353
541,Thomas Parker,42.0,12277.9,1,5.1,8.0,2009-01-20 07:54:43,"10575 Jacob Manors Apt. 623 Port Jonathanview, WV 63831-0620",Cook LLC,0,Mid,40.8,9.415637621141684
542,Aaron West,55.0,10056.55,0,4.98,8.0,2006-01-09 06:11:47,"071 Schmidt Locks Apt. 070 West Jessica, OK 60879-6593","Cruz, Russell and Boyd",0,Mid,39.84,9.216078875225953
543,Samantha Clark,35.0,12398.62,1,5.6,9.0,2016-11-17 09:21:44,"0385 Smith Spring West Douglasmouth, CA 33773-7684",Grimes Inc,0,Mid,50.4,9.425421105962265
544,Patrick Campos,40.0,10290.14,0,4.6,10.0,2013-10-23 01:16:36,"53895 Michael Ways Port Michael, FM 10805","Fernandez, Rodgers and Miller",0,Mid,46.0,9.23903860986366
545,Kevin Hicks DDS,49.0,9957.26,0,4.76,7.0,2009-01-09 11:37:22,"096 Dunn Street Jasonshire, NC 06461-2275","Cooper, Mcguire and Nguyen",0,Mid,33.32,9.206157636521851
546,Joseph Hall,35.0,13480.91,1,4.41,7.0,2008-06-19 23:34:20,"6926 Martin Ramp Thomastown, AZ 58814",Anderson PLC,0,Mid,30.87,9.50910406582368
547,Samantha Flores,39.0,11670.73,0,6.45,8.0,2006-06-24 00:46:18,"793 Powell Fort Amandaview, GA 95747-4560",Williams PLC,0,Old,51.6,9.364924957652681
548,John Castillo,31.0,7073.61,0,5.73,9.0,2010-10-12 11:20:20,"9831 Amy Square Holmesberg, RI 14826-3752","Richmond, Daniels and Lee",0,Mid,51.57000000000001,8.864267597317161
549,Christy Hamilton,45.0,9852.25,1,4.55,8.0,2009-08-14 22:27:57,"41390 Vazquez Mall Billystad, VI 57475-0791","Richard, Flores and Walsh",0,Mid,36.4,9.195556628983434
550,Jay Mosley,40.0,6402.3,0,4.28,7.0,2015-05-05 10:00:10,"885 Samantha Estates Apt. 694 Michaelland, NC 35223","Martinez, Gonzales and Williams",0,Mid,29.96,8.764568761458872
551,Sonya Lewis,48.0,9282.99,0,4.32,6.0,2015-09-19 12:58:19,"191 Timothy Villages Suite 755 New Jamestown, NY 42120-2598","Bowman, White and Shepherd",0,Mid,25.92,9.136046690271817
552,Pamela Bell,37.0,8884.39,0,6.16,7.0,2016-02-27 17:13:08,"9249 Bradford Parkways Suite 173 Amandaside, AK 12919-8330",Jacobson PLC,0,Old,43.120000000000005,9.092163633829143
553,Evan Davis,46.0,13296.89,1,4.81,6.0,2011-09-14 19:09:29,"63845 Bell Mission Browninghaven, VA 72168",Willis-Bradshaw,0,Mid,28.86,9.495360655007598
554,Jonathan Jones,35.0,7361.92,1,4.97,9.0,2014-11-03 15:01:22,USNS Ward FPO AP 80938,French and Sons,0,Mid,44.73,8.904211872173198
555,Richard Rojas,54.0,8092.55,1,4.55,10.0,2013-04-30 05:34:23,"01175 Soto Place Lake Brittany, KY 33704-2728",Dominguez-Fischer,0,Mid,45.5,8.99882272715193
556,Jerome Pitts,39.0,9528.99,0,5.97,8.0,2010-02-01 19:57:09,"4909 Mcdonald Mews Johnsonmouth, CT 20707",Brock-Lee,0,Mid,47.76,9.162198947329754
557,Yolanda Jackson,53.0,8122.34,0,3.51,9.0,2009-07-30 07:28:06,"7248 Wheeler Forks South Wendyport, KY 21877-0885",Smith Group,0,Mid,31.589999999999996,9.002496678631971
558,Jessica Wells,41.0,14738.09,1,6.5,8.0,2008-08-06 01:08:27,"57837 Tammy Bridge Apt. 904 Lake Lindsey, NM 53078-4180",Sullivan-Ramsey,0,Old,52.0,9.598258427066844
559,Mark Choi,34.0,11687.29,0,4.54,7.0,2013-09-12 01:38:04,"688 Tiffany Fork Wallacemouth, ND 74929-3917",Estrada-Golden,0,Mid,31.78,9.366342764895487
560,Megan Wilson,43.0,7948.18,0,3.88,7.0,2006-03-29 00:55:50,"871 Campbell Fall Allenville, NY 42045-5154",Montgomery-Edwards,0,Mid,27.16,8.980824057674514
561,Kathleen Reid,42.0,7915.44,1,6.17,8.0,2013-07-15 10:20:14,Unit 7599 Box 9818 DPO AP 02154,Williams PLC,0,Old,49.36,8.976696888805838
